Item,Open,Close,Volume
0,0.0020722977239250318,0.0014690654121593538,0.34210105962790444
1,0.0012741769968416944,0.0011154502783559117,0.2193864509275149
2,0.0,0.0,0.21239083653400886
3,0.00011201851844082344,0.0029611304322659793,0.24870976001743347
4,0.002237513821817666,0.0030329926919436673,0.340726648688404
5,0.0024475448049583737,0.0030416213833097394,0.19773452098825964
6,0.002831197013810627,0.0044359380696404604,0.3339354416932255
7,0.003679726074192341,0.004806795232632666,0.20827828171392768
8,0.0038673458757731427,0.005721014294993318,0.2795325651712021
9,0.00520874146155105,0.006180998777167046,0.31851183568957536
10,0.005625999225935582,0.006804851627579239,0.21238778567731742
11,0.00723622430022805,0.010378327429512085,0.4776475715725532
12,0.010325071384324327,0.011315546099819995,0.5707078532320012
13,0.006104867175462533,0.008869012703445006,0.6468557108223693
14,0.007673089044275563,0.00916799992998786,0.3683780883114053
15,0.008614022165563381,0.008877641394811064,0.2756732314565117
16,0.007692688546066848,0.008288287956319793,0.17832802157391517
17,0.007698296949860614,0.008682144727259283,0.18905178284437904
18,0.007076609128257458,0.008455035113937484,0.18930652937811554
19,0.007295037761345352,0.008391786192082501,0.19261518345999834
20,0.0073790441723042555,0.007647193076718822,0.27545051891803546
21,0.0063373018622914085,0.006422486983841708,0.2097808286344692
22,0.005774420023933816,0.007342448271417487,0.20617319059682382
23,0.007113011407814854,0.008831634502144858,0.21164337664460242
24,0.008336780071358185,0.00982060229033413,0.2521862112173463
25,0.009479346525839497,0.011393165938256178,0.3252649069761107
26,0.010190649162195309,0.011065421525007571,0.172049358502901
27,0.009969416327210545,0.01149378538463966,0.1287409223393533
28,0.011047568394652527,0.01076356318585718,0.18419329356323716
29,0.009812590401393373,0.011324167114414377,0.18456549807959466
30,0.009353329431529417,0.010927439230867336,0.172066138214704
31,0.009633368249759772,0.008449277535179003,0.4088141428999482
32,0.0075218715222521715,0.008164668901989067,0.19512298766037425
33,0.006754559626675927,0.0065978551560538085,0.3335251014682248
34,0.005488780279781433,0.006284497012929768,0.23644226526109338
35,0.006608935552702824,0.008564275574915362,0.2446368663343412
36,0.007384652576098008,0.008075549259579234,0.18490109231565469
37,0.007023396593062198,0.009981599545965017,0.18938585165209337
38,0.008079144956815984,0.00865051642794594,0.25823300917980985
39,0.008513205498966628,0.010395577135472525,0.20063588570183322
40,0.009000478576312532,0.010453076155340704,0.10467576475715726
41,0.009493345101708739,0.010990680475950643,0.21810204026041238
42,0.008944469317092113,0.009346246891579188,0.24865026831195006
43,0.00942893819254112,0.010855561617646267,0.22680003268775026
44,0.010061827865988388,0.011358666526335284,0.22739189888589248
45,0.00991621126988701,0.011154548844189094,0.16161085233308817
46,0.010372675515725807,0.011933649048245384,0.2195710277573479
47,0.011817684492125627,0.011375916232295738,0.18850262863991718
48,0.010649910132059279,0.012180879480135173,0.15062929367219632
49,0.01135001839444276,0.011821522121116576,0.13549246819754296
50,0.01065551105798132,0.012051510523817616,0.1182551278908229
51,0.011977307141967972,0.012370618568928474,0.2148498270273215
52,0.011237999876001922,0.01197389068538142,0.16646781618588433
53,0.010753523522681191,0.011994019180721113,0.20258995941271007
54,0.011058770246496596,0.012249878303976974,0.15068115823595107
55,0.011209995246391727,0.012065889117170478,0.18603753643322163
56,0.011201590118572788,0.012525865922572557,0.18531905968238402
57,0.01159364745524398,0.013097969655103375,0.11490071095856827
58,0.011974502940071088,0.013373957273698944,0.12011309961591893
59,0.012153732569576414,0.012925480272270529,0.09681523249162376
60,0.011551644249764528,0.013235959626015328,0.11133883577129469
61,0.012408563482221718,0.013463084592880467,0.07108278172754759
62,0.012495374095077505,0.013411335474999092,0.06411767590095611
63,0.01228814731383368,0.012942729978230996,0.06104241235596959
64,0.011579648879374724,0.012626493045727688,0.08066247173871591
65,0.012332954721210015,0.014641783793091362,0.21774966631254936
66,0.014237224667473805,0.015136267687185997,0.14362605213696167
67,0.013427909566418109,0.015915352537698907,0.11444613331154149
68,0.0148757152668431,0.015837740376034373,0.13891247854866387
69,0.014671285209624449,0.016524834471529887,0.1451789381929122
70,0.016026679371271613,0.01834463622811343,0.2196137397510283
71,0.01772092581226642,0.01811177671280484,0.21718830868132166
72,0.017264461566427622,0.018910982381885766,0.14009010923156545
73,0.01779933129730328,0.019273218530283603,0.136924845414181
74,0.018003761354521933,0.02007818945489473,0.1434948652992291
75,0.013419504438599197,0.01782715272607152,1.0
76,0.018692652809317867,0.017306805788193727,0.5939172455122442
77,0.015354583216370066,0.015535874360112306,0.39189409168913947
78,0.014609675024481975,0.013822441951899037,0.3862347525264907
